2020-02-12 04:18:15,b'1981 Kathleen Turner \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5'
2020-02-12 04:14:34,b'@yehlog @CheeseCake_0000 Wipro and TCS are the main software service providers to the Govt and most of the data is\xe2\x80\xa6 https://t.co/7dg6ZvuQx5'
2020-02-12 04:13:55,b'@Rajput_Ramesh @fawadchaudhry @ArvindKejriwal Khareed ke fek denge kahi.. terrorist ko..\n\nThe market capitalisation\xe2\x80\xa6 https://t.co/e65tv2uBF6'
2020-02-12 04:13:35,"b'RT @tcs_ud: More information about Zenbo, the social robot:\nSocial Robot Teaches Kids Cyber-safety\nhttps://t.co/G7pYoqriMM\n#tcs_ud #UDResea\xe2\x80\xa6'"
2020-02-12 04:13:16,"b""RT @radiodisney: Here's Tuesday's #RDTop3!\n1. @jonasbrothers - #WhatAManGottaDo\n2. @ArianaGrande - #NASA\n3. TCS &amp; @KygoMusic - #Family http\xe2\x80\xa6"""
2020-02-12 04:07:44,"b""RT @radiodisney: Here's Tuesday's #RDTop3!\n1. @jonasbrothers - #WhatAManGottaDo\n2. @ArianaGrande - #NASA\n3. TCS &amp; @KygoMusic - #Family http\xe2\x80\xa6"""
2020-02-12 04:06:12,b'RT @laboxalaroxa: TCs go together like Waffle Houses and cockroaches.'
2020-02-12 04:06:11,"b'@SegaBrad @TCS2K20 Ahem, Brad. TCS is on break'"
2020-02-12 04:02:03,b'RT @JuniorGunners: 1 vote = chance to win a signed shirt \xf0\x9f\x99\x8c\n\nWhich player do you want to see next in Pocket Player on the JG app? \xf0\x9f\x8e\xae\n\nRT for\xe2\x80\xa6'
2020-02-12 04:00:52,b'BUY #TCS FEB FUT BETWEEN 2159 to 2161 SL 2152 TGT OPEN\n\nJoin my free group for daily #StocksToTrade ideas\xe2\x80\xa6 https://t.co/KBNiP2a6Kf'
2020-02-12 03:59:43,"b'@El_Daverino Yeah. Actually it seems like they have gotten so brazen, and Romney\xe2\x80\x99s \xe2\x80\x9cpunishment\xe2\x80\x9d so lame, I think yo\xe2\x80\xa6 https://t.co/7BXL99WowI'"
2020-02-12 03:53:35,"b""RT @radiodisney: Here's Tuesday's #RDTop3!\n1. @jonasbrothers - #WhatAManGottaDo\n2. @ArianaGrande - #NASA\n3. TCS &amp; @KygoMusic - #Family http\xe2\x80\xa6"""
2020-02-12 03:53:22,"b""RT @_trashcansquad: We've got https://t.co/A9qSpKG1Ts streaming #ApexLegends right now! TCS used to play all the time, but it's been a hot\xe2\x80\xa6"""
2020-02-12 03:51:20,"b""RT @radiodisney: Here's Tuesday's #RDTop3!\n1. @jonasbrothers - #WhatAManGottaDo\n2. @ArianaGrande - #NASA\n3. TCS &amp; @KygoMusic - #Family http\xe2\x80\xa6"""
2020-02-12 03:50:53,"b""RT @_trashcansquad: We've got https://t.co/MNFDzwovNK streaming #ApexLegends right now! TCS used to play all the time, but it's been a hot\xe2\x80\xa6"""
2020-02-12 03:50:16,"b""RT @_trashcansquad: We've got https://t.co/A9qSpKG1Ts streaming #ApexLegends right now! TCS used to play all the time, but it's been a hot\xe2\x80\xa6"""
2020-02-12 03:49:37,"b'RT @Fame21Moore: TCS launched Quartz\xe2\x84\xa2 DevKit- an intuitive, low code development kit for enterprises to quickly build and deploy blockchain\xe2\x80\xa6'"
2020-02-12 03:48:48,"b""@oddinsights_tcs this really is getting ugly quick isn't it?"""
2020-02-12 03:47:26,"b""We've got https://t.co/MNFDzwovNK streaming #ApexLegends right now! TCS used to play all the time, but it's been a\xe2\x80\xa6 https://t.co/81Bk5DCKzr"""
2020-02-12 03:46:46,"b""We've got https://t.co/A9qSpKG1Ts streaming #ApexLegends right now! TCS used to play all the time, but it's been a\xe2\x80\xa6 https://t.co/YQoOtrwfww"""
2020-02-12 03:44:53,b'I\xe2\x80\x99m still confused how 5SOS went on tour with tcs'
2020-02-12 03:39:26,"b""RT @radiodisney: Here's Tuesday's #RDTop3!\n1. @jonasbrothers - #WhatAManGottaDo\n2. @ArianaGrande - #NASA\n3. TCS &amp; @KygoMusic - #Family http\xe2\x80\xa6"""
2020-02-12 03:37:43,"b'RT @Fame21Moore: TCS launched Quartz\xe2\x84\xa2 DevKit- an intuitive, low code development kit for enterprises to quickly build and deploy blockchain\xe2\x80\xa6'"
2020-02-12 03:37:24,"b""RT @radiodisney: Here's Tuesday's #RDTop3!\n1. @jonasbrothers - #WhatAManGottaDo\n2. @ArianaGrande - #NASA\n3. TCS &amp; @KygoMusic - #Family http\xe2\x80\xa6"""
2020-02-12 03:36:39,b'@tcs_couriers I got that.'
2020-02-12 03:33:08,b'RT @ESLRainbowSix: Slaying the legends left and right! \n@FNATIC &gt; @G2esports \n#SixInvitational https://t.co/VPX8DtJQOw'
2020-02-12 03:32:48,"b'TCS launched Quartz\xe2\x84\xa2 DevKit- an intuitive, low code development kit for enterprises to quickly build and deploy blo\xe2\x80\xa6 https://t.co/amfrAsy4lM'"
2020-02-12 03:29:26,b'TCS Positioned as a Leader in Finance and Accounting Digital Capability Platform Solutions by Everest Group\xe2\x80\xa6 https://t.co/kd7b4o5FcU'
2020-02-12 03:29:18,"b""RT @radiodisney: Here's Tuesday's #RDTop3!\n1. @jonasbrothers - #WhatAManGottaDo\n2. @ArianaGrande - #NASA\n3. TCS &amp; @KygoMusic - #Family http\xe2\x80\xa6"""
2020-02-12 03:24:36,b'RT @JuliePoirierTC: \xe2\x80\x9cIt makes a big difference when the Canadian consulate locally in Tokyo is reaching out on our behalf\xe2\x80\x9d... Of course! Es\xe2\x80\xa6'
2020-02-12 03:23:00,b'RT @nycmarathon: Which song is your jam when running the streets of NYC? Get into the New York mood and get ready to celebrate the 50th ann\xe2\x80\xa6'
2020-02-12 03:17:24,b'Thank you Coach Tatum and all the coaches involved with the Elite Talent Showcase.  I was awarded the middle school\xe2\x80\xa6 https://t.co/GHqEl0pteJ'
2020-02-12 03:15:56,b'@oddinsights_tcs At this point I\xe2\x80\x99d like to see Hillary run again. I would bet a dollar that if she threw her hat in\xe2\x80\xa6 https://t.co/VNz6ggLX2B'
2020-02-12 03:14:55,b'@crzyfkinworld Nope.'
2020-02-12 03:14:46,"b""RT @radiodisney: Here's Tuesday's #RDTop3!\n1. @jonasbrothers - #WhatAManGottaDo\n2. @ArianaGrande - #NASA\n3. TCS &amp; @KygoMusic - #Family http\xe2\x80\xa6"""
2020-02-12 03:14:44,"b""RT @radiodisney: Here's Tuesday's #RDTop3!\n1. @jonasbrothers - #WhatAManGottaDo\n2. @ArianaGrande - #NASA\n3. TCS &amp; @KygoMusic - #Family http\xe2\x80\xa6"""
2020-02-12 03:14:23,"b'Now 4 prosecutors have resigned. \n\nAnd one, tiny state in the northeast corner of the country is having an almost i\xe2\x80\xa6 https://t.co/tLLSV9V6Y5'"
2020-02-12 03:14:21,"b""RT @radiodisney: Here's Tuesday's #RDTop3!\n1. @jonasbrothers - #WhatAManGottaDo\n2. @ArianaGrande - #NASA\n3. TCS &amp; @KygoMusic - #Family http\xe2\x80\xa6"""
2020-02-12 03:13:11,"b""RT @radiodisney: Here's Tuesday's #RDTop3!\n1. @jonasbrothers - #WhatAManGottaDo\n2. @ArianaGrande - #NASA\n3. TCS &amp; @KygoMusic - #Family http\xe2\x80\xa6"""
2020-02-12 03:11:06,"b""RT @radiodisney: Here's Tuesday's #RDTop3!\n1. @jonasbrothers - #WhatAManGottaDo\n2. @ArianaGrande - #NASA\n3. TCS &amp; @KygoMusic - #Family http\xe2\x80\xa6"""
2020-02-12 03:09:28,"b""RT @Aquabeadsuk: Keep kids entertained this #halfterm with a Beginners Studio!\n\nWe've got 3 to #giveaway, so just RT the post and FOLLOW us\xe2\x80\xa6"""
2020-02-12 03:09:17,"b""RT @damart_uk: It's Friday Freebie time!\nYou can win this underwired bra with everyday comfort. Which color do you prefer?\n\nRetweet and tel\xe2\x80\xa6"""
2020-02-12 03:08:40,b'RT @PeteButtigieg: Senator @MichaelBennet is not afraid to speak truth to power. At a time when Americans are questioning whether they can\xe2\x80\xa6'
2020-02-12 03:07:58,"b""RT @radiodisney: Here's Tuesday's #RDTop3!\n1. @jonasbrothers - #WhatAManGottaDo\n2. @ArianaGrande - #NASA\n3. TCS &amp; @KygoMusic - #Family http\xe2\x80\xa6"""
2020-02-12 03:07:49,"b""RT @radiodisney: Here's Tuesday's #RDTop3!\n1. @jonasbrothers - #WhatAManGottaDo\n2. @ArianaGrande - #NASA\n3. TCS &amp; @KygoMusic - #Family http\xe2\x80\xa6"""
2020-02-12 03:07:03,"b""RT @radiodisney: Here's Tuesday's #RDTop3!\n1. @jonasbrothers - #WhatAManGottaDo\n2. @ArianaGrande - #NASA\n3. TCS &amp; @KygoMusic - #Family http\xe2\x80\xa6"""
2020-02-12 03:05:21,b'@SiobianS @TCS_SDC Cheers Siobian - look forward to seeing you in June.'
2020-02-12 03:04:14,"b'RT @S1S1B1: @4US_Workers @Troup1998 \n\nThis is just one floor of Walmart out 3 floors where 1000 and 1000 opt(bentonville, AR)students(mostl\xe2\x80\xa6'"
2020-02-12 03:03:35,b'@oddinsights_tcs He\xe2\x80\x99d be a great VP'
2020-02-12 03:02:02,"b""RT @radiodisney: Here's Tuesday's #RDTop3!\n1. @jonasbrothers - #WhatAManGottaDo\n2. @ArianaGrande - #NASA\n3. TCS &amp; @KygoMusic - #Family http\xe2\x80\xa6"""
2020-02-12 03:01:53,"b""RT @radiodisney: Here's Tuesday's #RDTop3!\n1. @jonasbrothers - #WhatAManGottaDo\n2. @ArianaGrande - #NASA\n3. TCS &amp; @KygoMusic - #Family http\xe2\x80\xa6"""
2020-02-12 03:01:45,b'Lol. Which is why I just giggle when the Bros tell me \xe2\x80\x9cPete?!! Are you kidding me man? Bernie has way more supporte\xe2\x80\xa6 https://t.co/3nGd5xpS5X'
2020-02-12 03:00:27,"b""RT @radiodisney: Here's Tuesday's #RDTop3!\n1. @jonasbrothers - #WhatAManGottaDo\n2. @ArianaGrande - #NASA\n3. TCS &amp; @KygoMusic - #Family http\xe2\x80\xa6"""
2020-02-12 03:00:21,"b""RT @radiodisney: Here's Tuesday's #RDTop3!\n1. @jonasbrothers - #WhatAManGottaDo\n2. @ArianaGrande - #NASA\n3. TCS &amp; @KygoMusic - #Family http\xe2\x80\xa6"""
2020-02-12 03:00:06,b'#AI can transform healthcare and save lives. Understand how here: https://t.co/ZiRbFxlDTI https://t.co/K9oVXztpJQ'
2020-02-12 03:00:00,"b""Here's Tuesday's #RDTop3!\n1. @jonasbrothers - #WhatAManGottaDo\n2. @ArianaGrande - #NASA\n3. TCS &amp; @KygoMusic -\xe2\x80\xa6 https://t.co/eunG9xHbPr"""
2020-02-12 02:59:38,"b""RT @blackcircles: \xe2\x9d\xa4\xef\xb8\x8f#WIN a VALENTINE'S DINNER courtesy of @MichelinTyres \xe2\x9d\xa4\xef\xb8\x8f\n\nTo be in with a chance of winning \xc2\xa3250 in restaurant vouchers\xe2\x80\xa6"""
2020-02-12 02:58:47,"b""#TCS CMP 2152 \nIt's about to give big move ( not sure of direction though). But it is sure to give a breakout/break\xe2\x80\xa6 https://t.co/zBtzLuZTci"""
2020-02-12 02:56:41,b'Congratulations @TCS_Hickory Foothills Association of Middle School Athletics regular season and tournament champio\xe2\x80\xa6 https://t.co/ginYqAPRr5'
2020-02-12 02:53:05,b'RT @coachGdesign: Thank you Jeff Fuller and TCS Software for investing into our @DelawareAreaCC @daccdigitaldsgn students Looking at our fu\xe2\x80\xa6'
2020-02-12 02:47:27,"b'@debperry1961 Thanks Deb. \n\nBut seriously, that bitch gotta goooooo! \xf0\x9f\xa4\xa3'"
2020-02-12 02:46:44,b'@wynnsworld That\xe2\x80\x99s totally fair.'
2020-02-12 02:45:52,b'RT @loverofmiine: ill make this by tonight but rt/like to join a chicago no shame gc!!\n-attending no shame chicago\n-it doesn\xe2\x80\x99t matter if yo\xe2\x80\xa6'
2020-02-12 02:45:32,b'@MySportsUpdate Mmm hmm. Anyone who takes the word of any GM between January and the draft is a damned fool.'
2020-02-12 02:45:02,b'And the culling continues. \n\nMichael Bennet is a brilliant and compassionate man. He\xe2\x80\x99s a person in a different elec\xe2\x80\xa6 https://t.co/7L17IBXgGi'
2020-02-12 02:43:36,b'@woodruffbets So...he\xe2\x80\x99s lying.'
2020-02-12 02:42:33,"b'RT @CanadainUAE: Gourmet \xf0\x9f\x87\xa8\xf0\x9f\x87\xa6 meats by award-winning @chefLiana at @Robertos_AE?  Count me in! Happening in Abu Dhabi this Thursday, and Duba\xe2\x80\xa6'"
2020-02-12 02:41:21,"b""Valentine's Day is fast approaching.\nSo I am forewarning all my TCs that I'm breaking up with you until after the 1\xe2\x80\xa6 https://t.co/qM4w9UCAvZ"""
2020-02-12 02:40:43,b'@JuliBunting It\xe2\x80\x99s not like either of them are terrible. Liz is brilliant. Mike has done some good things. \n\nI also\xe2\x80\xa6 https://t.co/Dt6IxuD2mI'
2020-02-12 02:37:46,"b'@reidepstein @PeteButtigieg Again, I miss the days when space for news was limited and we were left with only the i\xe2\x80\xa6 https://t.co/whmHc5f7is'"
2020-02-12 02:35:18,"b'N Sk U Isd \n36 Posts, \nAccountant \nWeb Developer \nOffice Assis \nHorticulture Assis \nIT Techn \nLab Techn \nCarpenter\xe2\x80\xa6 https://t.co/Rrvz4DmgyU'"
2020-02-12 02:34:58,"b'RT @TCSBoardofEd: TCS will resume normal operations Wednesday, February 12. Because of the unpredictable weather conditions slated for this\xe2\x80\xa6'"
2020-02-12 02:33:25,b'@PiyushGoyalOffc @PiyushGoyal @RailMinIndia @PMOIndia @srdcmmumbaicr any plan to take action against sleeping railw\xe2\x80\xa6 https://t.co/kT0QlQ1SNH'
2020-02-12 02:30:09,b'Want to be AI-savvy? Get prepared with a data-first approach. Read more here: https://t.co/ZVCvzi1KSk https://t.co/PoVRGag192'
2020-02-12 02:27:38,"b""RT @NBTStweets: We're proud to have been accepted as a charity team again for the 2020 TCS New York City Marathon! If you're interested in\xe2\x80\xa6"""
2020-02-12 02:20:00,b'RT @TCS_SDC: Wind and solar energy are the fastest growing sources of electricity in the world! Learn how we can help your #CdnBiz bring it\xe2\x80\xa6'
2020-02-12 02:19:49,"b""RT @CaseyWente: If you're STILL looking for a reason to #VoteYesOnMarch17 #TroyCitySchools #WeAreTrojans"""
2020-02-12 02:19:12,b'RT @MrsSommer2nd: Practicing different multi-digit subtraction strategies in a way that makes sense to them! \xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x99\x8c\xf0\x9f\x8f\xbc #welovemath https://t.co/\xe2\x80\xa6'
2020-02-12 02:18:11,b'@anandmahindra . sir\xc2\xa0\n\nWe have taken New XUV 300 (PB15V5944) dealer Brar Auto wheel Abohar 152116 Punjab\nBut i\xc2\xa0 am\xe2\x80\xa6 https://t.co/zhHM4yxcGr'
2020-02-12 02:17:39,"b'@MuditGoyal_ Good morning sir, what are your views on TCS till this expiry?'"
2020-02-12 02:15:02,b'RT @JuniorGunners: 1 vote = chance to win a signed shirt \xf0\x9f\x99\x8c\n\nWhich player do you want to see next in Pocket Player on the JG app? \xf0\x9f\x8e\xae\n\nRT for\xe2\x80\xa6'
2020-02-12 02:14:48,b'I am so honored to be representing Team Israel in the TCS International Games this summer in Colorado!!!\xe2\x80\xa6 https://t.co/kr4YuZ2G1C'
2020-02-12 02:11:57,"b'@StockTalks_ Moody ko mat dekho.....Moody ne already hdfc, TCS, infy jaise hathiyon ko -ve de rakha hai 2 mahine pahle'"
2020-02-12 02:11:33,"b'RT @GSTsite: #GST Problems in filing GSTR-1\nITC not reflecting in GSTR-2A\nITC restriction in GSTR-3B\nTCS credit not reflecting\nGSTR-9, 9A,\xe2\x80\xa6'"
2020-02-12 02:11:10,b'@StoupasTeresa @KimSandel2 We truly have so many \xe2\x80\x9cexpert teachers\xe2\x80\x9d on the TCS campus. We need a day to observe all\xe2\x80\xa6 https://t.co/juRXKVmSA8'
2020-02-12 02:08:06,b'@oddinsights_tcs You are a good son.'
2020-02-12 02:06:48,"b'@priestxp @TradCathSermons A Servant of Mary will not be lost...\n\nPriest, tcs'"
2020-02-12 02:02:19,b'RT @CanadaTrade: Expanding internationally is a critical step for #CdnTech companies. Learn how @CTA_TCS is growing along with them.'
2020-02-12 02:01:29,b'@stockdalestyle @TuscMagnet @tcs_tech @TCSBoardofEd Can I please be in your class? Absolutely awesome!'
2020-02-12 02:00:13,"b""RT @blackcircles: \xe2\x9d\xa4\xef\xb8\x8f#WIN a VALENTINE'S DINNER courtesy of @MichelinTyres \xe2\x9d\xa4\xef\xb8\x8f\n\nTo be in with a chance of winning \xc2\xa3250 in restaurant vouchers\xe2\x80\xa6"""
2020-02-12 01:59:22,"b'@stockdalestyle @TuscMagnet @tcs_tech @TCSBoardofEd Wow, that\xe2\x80\x99s awesome!'"
2020-02-12 01:58:22,b'This is why I love Fry\xe2\x80\x99s click list pickup!  @FrysFoodStores https://t.co/9ITfIDjCDF'
2020-02-12 01:56:49,"b'@Jaberuski Water $5, toast $2.50, eggs $3'"
2020-02-12 01:56:38,"b""RT @Aquabeadsuk: Keep kids entertained this #halfterm with a Beginners Studio!\n\nWe've got 3 to #giveaway, so just RT the post and FOLLOW us\xe2\x80\xa6"""
2020-02-12 01:48:34,"b'@MaxScouts @rlawrencem @TheSkyShowCHI I heard only Karlie and Bertsch on TCs, but I could be wrong. Not even sure y\xe2\x80\xa6 https://t.co/duv7XSeEbO'"
2020-02-12 01:45:59,b'@dcase_tcs The feeling is mutual! We Love sharing the skies with you! -Heather https://t.co/4UPkSVBI23'
2020-02-12 01:45:49,b'RT @Ailish_Campbell: So proud of @TCS_SDC and the Canadian Tech Accelerator program we are expanding globally - take a read \xf0\x9f\x91\x87 #cdnbiz #cdne\xe2\x80\xa6'
2020-02-12 01:45:12,b'@oddinsights_tcs I think he was a complete waste of time &amp; money. His was a vanity campaign.'
2020-02-12 01:44:21,"b'I\xe2\x80\x99ve said it before and I\xe2\x80\x99ll say it again, I love @SouthwestAir'"
2020-02-12 01:44:13,b'Yes come listen to a group of \xe2\x80\x9cAnyone but Pete\xe2\x80\x9d reporters flap their gums. Just shoot me now. https://t.co/pEP8Wpg4SZ'
